"Reservoir","Reservoir_type","Year","Cyanobacteria_Max_cells/ml","logCyanoMax_cells/ml","Chlorophyll_a_ug/l","Secchi_cm","TP_ppb","P_dissolved_ppb","TKN_ppm","NH3_ppm","NOx_ppm","TOC_ppm","Alkalinity_ppm","NH36to8inflow_ppm","TKN6to8inflow_ppm","NOx6to8inflow_ppm","TP6to8inflow_ppb","TOC6to8inflow_ppm","Summer_precip_inches","Summer_precip_Z-score","mayST_Celsius","junST_Celsius","julST_Celsius","augST_Celsius","mayDO_mg/l","junDO_mg/l","mayDT_Celsius","junDT_Celsius","julDT_Celsius","augDT_Celsius"
"RRR",2,1992,"9727.2","3.988","7.37","68.3","70.0","102.5","na","0.050","na","7.25","33.8","0.075","na","1.250","155.0","6.5",12.87,0.302,"19.70","23.18","28.28","26.52","3.85","0.74","10.19","12.66","14.70","18.86"
"RRR",2,1993,"3960.0","3.598","7.96","72.0","na","na","na","0.083","na","4.00","77.0","0.100","na","na","na","3.7",10.36,-0.459,"20.79","27.19","na","28.58","5.87","1.44","11.50","15.19","na","17.10"
"RRR",2,1994,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","7.8",7.58,-1.302,"20.48","26.67","28.50","26.78","2.90","0.27","13.21","14.38","16.25","16.69"
"RRR",2,1995,"111.4","2.047","13.75","62.0","na","na","na","na","na","8.70","28.0","na","na","na","na","9.7",12.48,0.184,"20.63","25.78","28.89","30.19","0.33","0.32","15.51","16.41","17.95","19.07"
"RRR",2,1996,"na","na","na","na","na","na","na","na","na","5.26","80.0","na","na","1.045","na","4.3",11.14,-0.223,"21.21","26.60","28.62","27.76","5.88","0.84","14.46","16.92","18.02","19.25"
"RRR",2,1997,"na","na","13.80","44.0","na","na","na","na","0.030","5.21","na","na","na","0.504","na","5.1",9.35,-0.766,"18.58","23.51","28.80","26.73","3.68","1.29","13.67","15.83","16.76","17.39"
"RRR",2,2000,"570.1","2.756","na","66.0","na","na","na","na","na","na","na","na","na","na","na","na",15.72,1.166,"20.31","26.73","28.08","28.24","2.73","1.71","13.40","14.60","15.35","18.53"
"RRR",2,2002,"na","na","na","77.3","na","na","na","na","na","na","na","na","na","na","na","na",11.48,-0.12,"20.47","25.92","29.47","28.39","2.96","0.34","14.78","15.83","15.59","17.04"
"RRR",2,2003,"1917.4","3.283","na","52.3","na","na","na","na","na","na","na","na","na","na","na","na",11.23,-0.195,"21.10","23.69","28.08","28.60","2.44","0.25","14.38","17.30","18.42","19.90"
"RRR",2,2004,"84588.0","4.927","na","64.0","na","na","na","na","na","na","na","na","na","na","na","na",11.05,-0.25,"22.35","26.25","27.61","27.65","2.64","0.67","14.23","18.58","19.47","20.03"
"RRR",2,2008,"31234.8","4.495","na","na","7.4","na","na","0.043","0.030","12.84","114.9","na","na","na","na","na",12.26,0.117,"19.17","28.70","28.39","28.05","3.45","0.04","13.39","16.51","18.40","18.85"
"RRR",2,2010,"39573.3","4.597","na","91.0","na","na","na","na","na","na","na","na","na","na","na","na",5.96,-1.794,"22.36","28.67","30.02","30.17","3.10","0.28","15.24","17.00","17.72","18.39"
"RRR",2,2012,"111857.4","5.049","3.13","82.0","na","na","na","na","na","na","na","na","na","na","na","na",8.82,-0.926,"na","na","na","na","na","na","na","na","na","na"
"RRR",2,2014,"195654.5","5.291","na","79.0","18.5","na","0.600","0.035","0.052","3.90","na","na","na","na","na","na",10.02,-0.562,"na","na","na","na","na","na","na","na","na","na"
"RRR",2,2016,"874298.9","5.942","4.68","83.0","72.6","na","0.584","0.091","0.057","6.68","85.0","0.076","0.324","0.916","110.0","3.3",15.58,1.124,"21.94","27.94","27.99","30.65","1.79","0.41","15.03","16.49","20.25","23.33"
"RRR",2,2017,"448948.7","5.652","4.56","96.0","25.9","2","0.498","0.155","0.063","7.20","94.7","0.149","0.410","0.554","16.5","4.0",11.41,-0.141,"22.98","27.53","29.49","28.78","2.20","-0.03","15.66","18.51","22.21","22.46"
"SRR",3,1988,"895.7","2.952","16.80","84.0","50.0","na","0.550","0.050","4.050","4.00","136.0","na","na","na","na","na",7.11,-1.484,"na","na","na","na","na","na","na","na","na","na"
"SRR",3,1991,"na","na","na","30.0","5.0","26","0.500","0.050","2.300","5.00","167.5","na","na","na","na","na",7.63,-1.348,"19.41","26.98","27.42","25.56","7.70","1.08","11.86","16.46","18.89","19.91"
"SRR",3,1993,"14186.7","4.152","6.31","42.0","na","na","na","0.075","na","6.00","168.0","na","na","na","na","na",16.16,0.879,"17.95","22.02","26.59","27.21","6.33","4.07","13.08","17.19","20.98","23.99"
"SRR",3,1998,"520.2","2.716","13.56","81.0","na","na","na","na","na","6.53","82.0","na","na","na","na","na",19.15,1.66,"22.19","21.92","25.85","25.74","3.81","0.86","14.10","17.92","22.64","22.74"
"SRR",3,2000,"1980.2","3.297","na","34.0","na","na","na","na","na","na","na","na","na","na","na","na",12.4,-0.103,"19.08","24.65","28.19","25.70","5.82","2.46","14.38","20.85","25.02","23.34"
"SRR",3,2001,"675.1","2.829","na","31.5","na","na","na","na","na","na","na","na","na","na","na","na",14.52,0.451,"20.72","21.94","28.15","26.70","2.63","3.70","15.44","16.79","16.62","17.54"
"SRR",3,2002,"na","na","na","23.5","na","na","na","na","na","na","na","na","na","na","na","na",7.23,-1.453,"15.20","23.74","27.47","26.65","5.87","3.46","13.43","16.39","18.07","18.89"
"SRR",3,2005,"29925.0","4.476","na","26.0","na","na","na","na","na","na","na","na","na","na","na","na",9.48,-0.865,"16.65","23.66","26.64","28.19","6.43","0.90","11.26","15.42","20.09","20.82"
"SRR",3,2006,"15482.0","4.190","na","29.5","130.0","na","0.984","na","1.693","na","97.9","na","na","na","na","na",13.06,0.069,"18.22","24.68","27.26","26.88","6.48","1.63","14.56","19.01","22.01","23.37"
"SRR",3,2007,"15534.3","4.191","na","30.0","75.0","na","1.032","0.149","0.487","6.81","129.6","na","na","na","na","na",12.5,-0.077,"19.60","24.26","24.99","26.61","5.40","1.06","13.35","15.10","16.71","18.02"
"SRR",3,2012,"1006869.9","6.003","53.75","19.0","104.1","na","1.061","0.067","0.494","9.15","121.4","na","na","na","na","na",8.17,-1.207,"na","na","28.18","na","na","na","na","na","19.52","na"
"SRR",3,2013,"268574.3","5.429","na","33.0","34.2","na","0.958","0.103","3.576","5.81","142.9","na","na","na","na","na",13.2,0.106,"na","na","24.20","na","na","na","na","na","21.31","na"
"SRR",3,2014,"72415.6","4.860","na","20.0","114.0","na","1.700","0.376","1.040","6.30","105.0","na","na","na","na","na",9.15,-0.952,"na","na","na","na","na","na","na","na","na","na"
"SRR",3,2016,"371566.5","5.570","14.12","37.0","78.6","na","0.973","0.067","0.901","8.81","111.3","na","na","na","na","na",9.53,-0.852,"16.10","24.51","27.95","27.68","6.79","2.27","12.45","16.06","20.59","22.99"
"SRR",3,2017,"927482.6","5.967","8.95","30.0","45.2","2","0.940","0.152","3.472","7.75","127.5","na","na","na","na","na",15.23,0.636,"16.72","22.87","25.85","24.67","5.49","2.10","12.82","19.46","22.13","23.29"
"SRR",3,2018,"1210355.8","6.083","23.94","36.0","111.9","89.3","0.913","0.132","1.519","6.61","104.4","na","na","na","na","na",18.13,1.393,"19.73","24.04","26.30","25.91","7.57","1.77","10.55","18.33","22.01","23.38"
"TAR",2,1987,"na","na","27.47","39.0","39.8","19.8","0.382","0.050","0.100","3.83","99.1","0.000","0.467","0.183","631.0","4.3",11.57,-0.283,"na","na","na","na","na","na","na","na","na","na"
"TAR",2,1988,"1608.7","3.206","30.53","34.0","49.6","90.57142857","0.743","0.075","0.100","4.45","90.9","0.000","0.733","1.033","363.3","5.0",11.15,-0.385,"na","na","na","na","na","na","na","na","na","na"
"TAR",2,1991,"na","na","na","33.7","21.1","5","0.429","0.052","na","5.48","113.4","0.000","0.533","1.550","261.3","4.0",16.65,0.952,"21.58","27.40","28.55","27.11","2.62","0.49","10.47","11.09","13.17","13.22"
"TAR",2,1992,"5452.8","3.737","15.03","37.7","156.1","90","1.780","0.079","0.338","6.55","107.7","na","na","na","na","na",18.51,1.404,"19.54","23.86","27.03","25.51","4.67","0.54","9.08","11.71","14.55","16.14"
"TAR",2,1994,"na","na","18.62","23.3","na","na","na","na","na","9.57","na","na","na","na","na","10.0",9.27,-0.842,"19.10","26.70","29.03","26.44","4.50","0.37","11.16","11.34","12.09","12.40"
"TAR",2,1995,"21549.3","4.333","14.10","38.0","na","na","na","na","na","9.00","75.4","na","na","na","na","11.1",10.39,-0.57,"19.21","26.61","28.05","29.89","3.71","0.37","12.66","17.81","17.43","18.31"
"TAR",2,1996,"na","na","na","28.0","na","na","na","na","na","6.72","84.5","na","na","0.504","na","5.1",16.04,0.803,"20.24","24.56","27.11","27.71","5.04","0.66","14.35","17.74","18.32","18.40"
"TAR",2,1998,"12258.1","4.088","36.57","29.3","na","na","0.993","na","na","6.19","81.9","na","0.800","na","na","4.8",16.01,0.796,"22.80","24.22","28.40","28.27","2.76","0.30","12.06","15.63","17.79","18.40"
"TAR",2,2000,"8693.7","3.939","na","43.0","na","na","na","na","na","na","na","na","na","na","na","na",9.53,-0.779,"20.42","25.55","27.45","27.61","1.66","0.13","11.82","12.58","13.07","13.68"
"TAR",2,2003,"6123.4","3.787","na","37.0","na","na","na","na","na","na","na","na","na","na","na","na",13.51,0.188,"18.67","24.04","28.02","28.53","1.85","0.40","12.03","14.66","16.12","16.52"
"TAR",2,2005,"9512.5","3.978","na","53.0","na","na","na","na","na","na","na","na","na","na","na","na",7.84,-1.19,"20.26","26.49","29.11","28.87","4.16","2.27","10.15","11.38","11.63","11.99"
"TAR",2,2006,"16813.9","4.226","na","35.3","na","na","na","na","na","na","na","na","na","na","na","na",8.29,-1.081,"19.00","26.07","28.73","28.90","1.94","0.04","10.27","11.60","12.83","14.10"
"TAR",2,2010,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",9.88,-0.694,"22.28","27.96","30.49","30.33","3.15","0.10","17.55","17.56","17.78","18.08"
"TAR",2,2012,"na","na","14.33","37.0","63.9","na","0.499","0.015","0.015","3.96","101.6","0.000","0.920","2.400","400.0","6.7",11.17,-0.38,"25.42","26.78","29.94","28.30","0.70","-0.05","12.28","13.46","14.20","15.35"
"TAR",2,2013,"48001.9","4.681","na","48.0","35.0","na","0.462","0.011","0.114","6.04","na","na","na","na","na","na",16.36,0.881,"na","na","na","na","na","na","na","na","na","na"
"TAR",2,2014,"854128.5","5.932","na","33.0","21.2","na","1.300","0.071","0.014","5.40","na","0.098","1.800","1.530","347.0","5.7",10.81,-0.468,"na","na","25.50","na","na","na","na","na","15.89","na"
"TAR",2,2016,"778850.8","5.891","11.59","47.0","56.1","na","0.924","0.127","1.201","8.62","110.0","na","na","na","na","na",17.44,1.144,"20.33","27.42","30.08","30.21","2.25","0.17","12.74","14.18","15.42","17.99"
"TAR",2,2017,"1811909.5","6.258","10.48","30.0","58.7","2","0.847","0.081","0.079","8.57","94.6","0.168","0.520","3.140","253.0","5.2",17.21,1.088,"21.61","25.26","28.88","26.98","2.50","0.26","14.25","16.09","18.12","18.67"
"TAR",2,2018,"1118997.5","6.049","17.26","39.0","88.4","64.9","0.602","0.142","0.005","7.12","108.0","0.135","1.140","0.424","662.0","15.3",15.44,0.658,"23.51","27.17","28.27","27.58","3.14","0.13","11.99","14.80","15.78","16.80"
"WFR",3,1988,"na","na","na","12.0","307.8","89","1.583","0.617","0.750","7.67","127.0","0.000","na","0.300","170.0","6.0",8.96,-0.694,"na","na","na","na","na","na","na","na","na","na"
"WFR",3,1989,"na","na","na","18.0","110.8","51","0.550","0.125","0.225","5.75","104.3","0.000","na","0.500","64.0","5.0",10.29,-0.23,"16.30","23.46","26.51","25.45","na","na","na","na","na","na"
"WFR",3,1990,"na","na","na","13.0","na","na","na","na","na","na","na","na","na","na","na","na",13.39,0.85,"18.22","23.62","26.13","25.70","na","na","na","na","na","na"
"WFR",3,1992,"1278.3","3.107","63.63","na","na","na","na","na","na","na","120.3","0.450","na","0.375","130.0","6.0",8.86,-0.729,"19.16","18.02","25.68","24.82","na","na","na","na","na","na"
"WFR",3,1994,"na","na","15.96","24.0","na","na","na","na","na","13.25","na","na","na","na","na","9.0",11.02,0.024,"16.18","25.16","26.44","24.08","na","na","na","na","na","na"
"WFR",3,1995,"8633.6","3.936","na","6.0","na","na","na","na","na","8.27","81.5","na","na","na","na","10.3",10.76,-0.067,"18.04","25.59","25.99","27.60","na","na","na","na","na","na"
"WFR",3,1996,"na","na","na","na","na","na","na","na","na","na","na","na","na","0.045","na","6.9",10.61,-0.119,"na","na","na","na","na","na","na","na","na","na"
"WFR",3,2000,"1088.2","3.037","na","30.0","na","na","na","na","na","na","na","na","na","na","na","na",8.29,-0.927,"20.31","26.57","27.34","26.64","na","na","na","na","na","na"
"WFR",3,2002,"1631.7","3.213","na","19.0","na","na","na","na","na","na","na","na","na","na","na","na",7.33,-1.262,"18.44","26.30","28.57","27.81","na","na","na","na","na","na"
"WFR",3,2004,"2197.1","3.342","na","14.0","na","na","na","na","na","na","na","na","na","na","na","na",10.6,-0.122,"21.01","25.26","24.88","25.00","na","na","na","na","na","na"
"WFR",3,2007,"14064.0","4.148","na","18.0","72.0","na","0.879","0.268","0.008","5.97","107.0","0.000","na","0.333","86.0","4.4",7.76,-1.112,"21.85","24.33","26.69","27.76","na","na","na","na","na","na"
"WFR",3,2015,"74179.0","4.870","10.91","27.0","63.3","na","1.756","0.130","0.015","5.90","109.0","na","na","na","na","na",14.71,1.31,"na","na","27.39","25.73","na","na","na","na","na","na"
"WFR",3,2017,"1938802.1","6.288","7.78","13.0","218.2","106","1.253","0.179","0.133","10.78","132.1","na","na","na","na","na",12.6,0.575,"20.16","24.66","26.41","26.06","na","na","na","na","na","na"
"WFR",3,2018,"1095620.6","6.040","26.35","27.0","112.0","93.6","0.628","0.156","0.003","7.28","108.0","na","na","na","na","na",13.14,0.763,"22.93","29.54","26.47","24.58","na","na","na","na","na","na"
